userid,fcnname,actionid,actiontype,time,input,output,quizq,actualoutput,result,finalguess,
mmakhlou,SumParityBool,6,eval_input,2020-02-23 13:18:47,1 2 3,false,,,,,
mmakhlou,SumParityBool,7,eval_input,2020-02-23 13:18:49,1 2 3 4,false,,,,,
mmakhlou,SumParityBool,8,eval_input,2020-02-23 13:18:54,1 2 3 4 5,true,,,,,
mmakhlou,SumParityBool,9,eval_input,2020-02-23 13:18:59,1 4,true,,,,,
mmakhlou,SumParityBool,10,eval_input,2020-02-23 13:19:01,1 3,false,,,,,
mmakhlou,SumParityBool,11,eval_input,2020-02-23 13:19:25,1,true,,,,,
mmakhlou,SumParityBool,12,eval_input,2020-02-23 13:19:32,1 5 6 7,true,,,,,
mmakhlou,SumParityBool,13,eval_input,2020-02-23 13:19:39,4,false,,,,,
mmakhlou,SumParityBool,14,eval_input,2020-02-23 13:19:43,4 1,true,,,,,
mmakhlou,SumParityBool,15,eval_input,2020-02-23 13:19:50,5 7 2 1,true,,,,,
mmakhlou,SumParityBool,16,eval_input,2020-02-23 13:19:59,5 7 2 3,true,,,,,
mmakhlou,SumParityBool,17,eval_input,2020-02-23 13:20:26,4 7 2 3,false,,,,,
mmakhlou,SumParityBool,18,eval_input,2020-02-23 13:20:45,7 7 2 3,true,,,,,
mmakhlou,SumParityBool,19,eval_input,2020-02-23 13:21:32,7 7 25 3,false,,,,,
mmakhlou,SumParityBool,20,eval_input,2020-02-23 13:21:36,7 7 24 3,true,,,,,
mmakhlou,SumParityBool,21,eval_input,2020-02-23 13:22:30,5 6 7 8,false,,,,,
mmakhlou,SumParityBool,22,eval_input,2020-02-23 13:22:36,5 6 7 9,true,,,,,
mmakhlou,SumParityBool,23,eval_input,2020-02-23 13:22:42,5 6 7 11,true,,,,,
mmakhlou,SumParityBool,24,eval_input,2020-02-23 13:22:45,5 6 7 10,false,,,,,
mmakhlou,SumParityBool,25,eval_input,2020-02-23 13:22:48,5 6 7 0,false,,,,,
mmakhlou,SumParityBool,26,eval_input,2020-02-23 13:22:50,5 6 7 1,true,,,,,
mmakhlou,SumParityBool,27,eval_input,2020-02-23 13:23:08,4 6 7 8,true,,,,,
mmakhlou,SumParityBool,28,quiz_answer,2020-02-23 13:25:00,333,false,0,true,false,,
mmakhlou,Induced,30,eval_input,2020-02-23 13:25:45,1,0,,,,,
mmakhlou,Induced,31,eval_input,2020-02-23 13:25:47,4,6,,,,,
mmakhlou,Induced,32,eval_input,2020-02-23 13:25:49,2,1,,,,,
mmakhlou,Induced,33,eval_input,2020-02-23 13:25:50,23,253,,,,,
mmakhlou,Induced,34,eval_input,2020-02-23 13:25:52,3,3,,,,,
mmakhlou,Induced,35,eval_input,2020-02-23 13:25:54,4,6,,,,,
mmakhlou,Induced,36,eval_input,2020-02-23 13:25:56,5,10,,,,,
mmakhlou,Induced,37,eval_input,2020-02-23 13:25:59,6,15,,,,,
mmakhlou,Induced,38,eval_input,2020-02-23 13:26:01,7,21,,,,,
mmakhlou,Induced,39,eval_input,2020-02-23 13:26:04,8,28,,,,,
mmakhlou,Induced,40,eval_input,2020-02-23 13:26:08,9,36,,,,,
mmakhlou,Induced,41,eval_input,2020-02-23 13:26:36,-1,1,,,,,
mmakhlou,Induced,42,eval_input,2020-02-23 13:26:40,-2,3,,,,,
mmakhlou,Induced,43,eval_input,2020-02-23 13:26:44,-3,6,,,,,
mmakhlou,Induced,44,eval_input,2020-02-23 13:26:47,-4,10,,,,,
mmakhlou,Induced,45,eval_input,2020-02-23 13:26:49,-5,15,,,,,
mmakhlou,Induced,46,quiz_answer,2020-02-23 13:34:07,11,51,0,55,false,,
mmakhlou,Induced,47,final_answer,2020-02-23 13:34:09,,,,,,"at step 0, we add 1 to the given number. AT step 2, we add 2 to the given number and so on.",
mmakhlou,SumBetween,48,eval_input,2020-02-23 13:34:29,1 1,1,,,,,
mmakhlou,SumBetween,49,eval_input,2020-02-23 13:34:32,1 2,3,,,,,
mmakhlou,SumBetween,50,eval_input,2020-02-23 13:34:35,4 2,0,,,,,
mmakhlou,SumBetween,51,eval_input,2020-02-23 13:35:05,2 4,9,,,,,
mmakhlou,SumBetween,52,eval_input,2020-02-23 13:35:32,2 1,0,,,,,
mmakhlou,SumBetween,53,eval_input,2020-02-23 13:35:42,4 3,0,,,,,
mmakhlou,SumBetween,54,eval_input,2020-02-23 13:35:52,4 0,0,,,,,
mmakhlou,SumBetween,55,eval_input,2020-02-23 13:35:56,4 2,0,,,,,
mmakhlou,SumBetween,56,eval_input,2020-02-23 13:35:57,4 1,0,,,,,
mmakhlou,SumBetween,57,eval_input,2020-02-23 13:35:59,4 -1,0,,,,,
mmakhlou,SumBetween,58,eval_input,2020-02-23 13:36:11,2 3,5,,,,,
mmakhlou,SumBetween,59,eval_input,2020-02-23 13:36:15,2 4,9,,,,,
mmakhlou,SumBetween,60,eval_input,2020-02-23 13:36:19,2 5,14,,,,,
mmakhlou,SumBetween,61,eval_input,2020-02-23 13:36:22,2 6,20,,,,,
mmakhlou,SumBetween,62,eval_input,2020-02-23 13:36:24,2 7,27,,,,,
mmakhlou,SumBetween,63,eval_input,2020-02-23 13:36:31,2 8,35,,,,,
mmakhlou,SumBetween,64,eval_input,2020-02-23 13:36:33,2 9,44,,,,,
mmakhlou,SumBetween,65,eval_input,2020-02-23 13:39:21,3 4,7,,,,,
mmakhlou,SumBetween,66,eval_input,2020-02-23 13:39:24,3 5,12,,,,,
mmakhlou,SumBetween,67,eval_input,2020-02-23 13:39:32,3 6,18,,,,,
mmakhlou,SumBetween,68,eval_input,2020-02-23 13:39:39,3 7,25,,,,,
mmakhlou,SumBetween,69,eval_input,2020-02-23 13:40:03,3 7,25,,,,,
mmakhlou,SumBetween,70,eval_input,2020-02-23 13:40:05,3 8,33,,,,,
mmakhlou,SumBetween,71,eval_input,2020-02-23 13:40:09,3 9,42,,,,,
mmakhlou,SumBetween,72,quiz_answer,2020-02-23 13:46:15,"2,5",15,0,14,false,,
mmakhlou,SumBetween,73,final_answer,2020-02-23 13:46:17,,,,,,"given x and y, 

sum = x 
for i in range y:
      sum = sum + i",
mmakhlou,SecondIntoFirstDivisible,74,eval_input,2020-02-25 16:14:03,3 4,false,,,,,
mmakhlou,SecondIntoFirstDivisible,75,eval_input,2020-02-25 16:14:11,3 5,false,,,,,
mmakhlou,SecondIntoFirstDivisible,76,eval_input,2020-02-25 16:14:14,2 5,false,,,,,
mmakhlou,SecondIntoFirstDivisible,77,quiz_answer,2020-02-25 16:14:37,"8,2",true,0,true,true,,
mmakhlou,SecondIntoFirstDivisible,78,quiz_answer,2020-02-25 16:14:44,"2,8",true,1,false,false,,
mmakhlou,SecondIntoFirstDivisible,79,final_answer,2020-02-25 16:14:46,,,,,,finds if the sum between the two sets is greater than 2,
mmakhlou,Median,80,eval_input,2020-02-25 16:15:04,1 2 4,2,,,,,
mmakhlou,Median,81,eval_input,2020-02-25 16:15:12,1 3 4,3,,,,,
mmakhlou,Median,82,quiz_answer,2020-02-25 16:15:29,1 8 24,8,0,8,true,,
mmakhlou,Median,83,quiz_answer,2020-02-25 16:15:32,8 1 24,1,1,8,false,,
mmakhlou,Median,84,final_answer,2020-02-25 16:15:33,,,,,,"returns the number in the middle of the list
",
mmeyerso,SumParityBool,0,eval_input,2020-03-12 10:53:12,1 3 4 5,true,,,,,
mmeyerso,SumParityBool,1,eval_input,2020-03-12 10:53:41,1 3 5 6,true,,,,,
mmeyerso,SumParityBool,2,eval_input,2020-03-12 10:53:53,1 3 5 6,true,,,,,
mmeyerso,SumParityBool,3,eval_input,2020-03-12 10:54:08,1 3 5 7 6,false,,,,,
mmeyerso,SumParityBool,4,eval_input,2020-03-12 10:54:17,1 3 5 6 7,false,,,,,
mmeyerso,SumParityBool,5,eval_input,2020-03-12 10:54:37,1 3 5 7,false,,,,,
mmeyerso,SumParityBool,6,eval_input,2020-03-12 10:54:52,1 3 5 8,true,,,,,
mmeyerso,SumParityBool,7,eval_input,2020-03-12 10:54:57,1 3 5 5,false,,,,,
mmeyerso,SumParityBool,8,eval_input,2020-03-12 10:55:01,1 3 5 9,false,,,,,
mmeyerso,SumParityBool,9,eval_input,2020-03-12 10:55:23,1 3 6 9,true,,,,,
mmeyerso,SumParityBool,10,eval_input,2020-03-12 10:55:27,1 3 8 9,true,,,,,
mmeyerso,SumParityBool,11,eval_input,2020-03-12 10:55:50,1 3 5 9,false,,,,,
mmeyerso,SumParityBool,12,eval_input,2020-03-12 10:55:52,1 3 4 9,true,,,,,
mmeyerso,SumParityBool,13,eval_input,2020-03-12 10:55:56,1 3 4 8,false,,,,,
mmeyerso,SumParityBool,14,eval_input,2020-03-12 10:56:09,1 3 5 8,true,,,,,
mmeyerso,SumParityBool,15,eval_input,2020-03-12 10:56:11,1 3 6 8,false,,,,,
mmeyerso,SumParityBool,16,eval_input,2020-03-12 10:56:13,1 3 6 7,true,,,,,
mmeyerso,SumParityBool,17,eval_input,2020-03-12 10:56:26,1 4 6 7,false,,,,,
mmeyerso,SumParityBool,18,eval_input,2020-03-12 10:56:30,1 5 6 7,true,,,,,
mmeyerso,SumParityBool,19,eval_input,2020-03-12 10:56:36,1 6 6 7,false,,,,,
mmeyerso,SumParityBool,20,eval_input,2020-03-12 10:56:41,1 7 6 7,true,,,,,
mmeyerso,SumParityBool,21,eval_input,2020-03-12 10:56:44,2 7 6 7,false,,,,,
mmeyerso,SumParityBool,22,eval_input,2020-03-12 10:56:48,3 7 6 7,true,,,,,
mmeyerso,SumParityBool,23,eval_input,2020-03-12 10:56:51,4 7 6 7,false,,,,,
mmeyerso,SumParityBool,24,eval_input,2020-03-12 10:56:54,9 7 6 7,true,,,,,
mmeyerso,SumParityBool,25,eval_input,2020-03-12 10:57:27,9 7 6 7 8,true,,,,,
mmeyerso,SumParityBool,26,eval_input,2020-03-12 10:57:30,9 7 6 7 9,false,,,,,
mmeyerso,SumParityBool,27,eval_input,2020-03-12 10:57:31,9 7 6 7 8,true,,,,,
mmeyerso,SumParityBool,28,eval_input,2020-03-12 10:57:33,9 7 6 7 9,false,,,,,
mmeyerso,SumParityBool,29,eval_input,2020-03-12 10:57:39,9 7 6 7 8,true,,,,,
mmeyerso,SumParityBool,30,eval_input,2020-03-12 10:57:57,4 4 6 7 8,true,,,,,
mmeyerso,SumParityBool,31,eval_input,2020-03-12 10:58:04,6 6 6 7 8,true,,,,,
mmeyerso,SumParityBool,32,eval_input,2020-03-12 10:58:32,6 6 6 8 8,false,,,,,
mmeyerso,SumParityBool,33,eval_input,2020-03-12 10:58:34,6 6 6 7 8,true,,,,,
mmeyerso,SumParityBool,34,eval_input,2020-03-12 10:58:44,6 6 6 7 8 9,false,,,,,
mmeyerso,SumParityBool,35,eval_input,2020-03-12 10:59:05,6 6 6 7 8 8,true,,,,,
mmeyerso,SumParityBool,36,eval_input,2020-03-12 10:59:15,6 6 6 7 8 8 8 9,false,,,,,
mmeyerso,SumParityBool,37,eval_input,2020-03-12 10:59:18,6 6 6 7 8 8 7,false,,,,,
mmeyerso,SumParityBool,38,eval_input,2020-03-12 10:59:20,6 6 6 7 8 8 8,true,,,,,
mmeyerso,SumParityBool,39,eval_input,2020-03-12 10:59:25,6 6 6 7 8 8 8 4,true,,,,,
mmeyerso,SumParityBool,40,eval_input,2020-03-12 10:59:40,6 6 6 7 8 8 8 4 7,false,,,,,
mmeyerso,SumParityBool,41,eval_input,2020-03-12 10:59:42,6 6 6 7 8 8 8 4 4,true,,,,,
mmeyerso,SumParityBool,42,eval_input,2020-03-12 10:59:45,6 6 6 7 8 8 8 4 4 7,false,,,,,
mmeyerso,SumParityBool,43,eval_input,2020-03-12 10:59:48,6 6 6 7 8 8 8 4 4 4,true,,,,,
mmeyerso,SumParityBool,44,eval_input,2020-03-12 10:59:58,6 6 7 7 8 8 8 4 4 4,false,,,,,
mmeyerso,SumParityBool,45,eval_input,2020-03-12 11:00:01,6 6 6 7 8 8 8 4 4 4,true,,,,,
mmeyerso,SumParityBool,46,eval_input,2020-03-12 11:00:16,6 6 7 8 8 8 4 4 4,true,,,,,
mmeyerso,SumParityBool,47,eval_input,2020-03-12 11:00:18,6 7 8 8 8 4 4 4,true,,,,,
mmeyerso,SumParityBool,48,eval_input,2020-03-12 11:00:23,7 8 8 8 4 4 4,true,,,,,
mmeyerso,SumParityBool,49,eval_input,2020-03-12 11:00:30,7 8 7 8 8 4 4 4,false,,,,,
mmeyerso,SumParityBool,50,eval_input,2020-03-12 11:00:37,7 7 8 8 8 4 4 4,false,,,,,
mmeyerso,SumParityBool,51,eval_input,2020-03-12 11:00:54,1 3,false,,,,,
mmeyerso,SumParityBool,52,eval_input,2020-03-12 11:00:57,1 4,true,,,,,
mmeyerso,SumParityBool,53,eval_input,2020-03-12 11:01:01,1 1 4,false,,,,,
mmeyerso,SumParityBool,54,eval_input,2020-03-12 11:01:05,1 4 1 4,false,,,,,
mmeyerso,SumParityBool,55,eval_input,2020-03-12 11:01:08,1 4 4,true,,,,,
mmeyerso,SumParityBool,56,eval_input,2020-03-12 11:01:15,1 1 4 4,false,,,,,
mmeyerso,SumParityBool,57,eval_input,2020-03-12 11:01:19,1 4 3 4,false,,,,,
mmeyerso,SumParityBool,58,eval_input,2020-03-12 11:01:26,4 1,true,,,,,
mmeyerso,SumParityBool,59,eval_input,2020-03-12 11:01:31,4 4 1,true,,,,,
mmeyerso,SumParityBool,60,eval_input,2020-03-12 11:01:35,4 4 4 1,true,,,,,
mmeyerso,SumParityBool,61,eval_input,2020-03-12 11:01:37,4 4 4 1 3,false,,,,,
mmeyerso,SumParityBool,62,eval_input,2020-03-12 11:01:43,1 1,false,,,,,
mmeyerso,SumParityBool,63,eval_input,2020-03-12 11:01:46,1 1 1,true,,,,,
mmeyerso,SumParityBool,64,eval_input,2020-03-12 11:01:55,1 1 3,true,,,,,
mmeyerso,SumParityBool,65,eval_input,2020-03-12 11:03:06,1 1 3 5,false,,,,,
mmeyerso,SumParityBool,66,eval_input,2020-03-12 11:03:09,1 1 3 4,true,,,,,
mmeyerso,SumParityBool,67,eval_input,2020-03-12 11:03:12,1 1 3 4 4,true,,,,,
mmeyerso,SumParityBool,68,eval_input,2020-03-12 11:03:16,1 1 4 4,false,,,,,
mmeyerso,SumParityBool,69,eval_input,2020-03-12 11:03:19,1 1 3 4 4,true,,,,,
mmeyerso,SumParityBool,70,eval_input,2020-03-12 11:03:28,1 1 3 4 4 4,true,,,,,
mmeyerso,SumParityBool,71,eval_input,2020-03-12 11:03:29,1 1 3 4 4 4 4,true,,,,,
mmeyerso,SumParityBool,73,eval_input,2020-03-12 11:03:31,1 1 3 4 4 4 4 4 4,true,,,,,
mmeyerso,SumParityBool,72,eval_input,2020-03-12 11:03:31,1 1 3 4 4 4 4 4,true,,,,,
mmeyerso,SumParityBool,74,eval_input,2020-03-12 11:03:33,1 1 3 4 4 4 4 4 4 3,false,,,,,
mmeyerso,SumParityBool,75,eval_input,2020-03-12 11:03:35,1 1 3 4 4 4 4 4 4 3 4,false,,,,,
mmeyerso,SumParityBool,76,eval_input,2020-03-12 11:03:38,1 1 3 4 4 4 4 4 4 3 4 4,false,,,,,
mmeyerso,SumParityBool,77,eval_input,2020-03-12 11:03:40,1 1 3 4 4 4 4 4 4 3 4 4 4,false,,,,,
mmeyerso,SumParityBool,78,eval_input,2020-03-12 11:04:02,1 1 3 4 4 4 3 34 4,false,,,,,
mmeyerso,SumParityBool,79,eval_input,2020-03-12 11:04:04,1 1 3 4 4 4 3 3,true,,,,,
mmeyerso,SumParityBool,80,eval_input,2020-03-12 11:04:15,1 1 3 4 4 4 3 3 3,false,,,,,
mmeyerso,SumParityBool,81,eval_input,2020-03-12 11:04:22,1 1 3 4 4 4 3,false,,,,,
mmeyerso,SumParityBool,82,eval_input,2020-03-12 11:04:24,1 1 3 4 4 4 3 3,true,,,,,
mmeyerso,SumParityBool,83,eval_input,2020-03-12 11:04:32,1 1 3 4 4 4 3 3 44,true,,,,,
mmeyerso,SumParityBool,84,eval_input,2020-03-12 11:04:35,1 1 3 4 4 4 3 3 44 2,true,,,,,
mmeyerso,SumParityBool,85,eval_input,2020-03-12 11:04:38,1 1 3 4 4 4 3 3 44 3,false,,,,,
mmeyerso,SumParityBool,86,eval_input,2020-03-12 11:04:46,1 1 3 4 4 4 3 3 44 7,false,,,,,
mmeyerso,SumParityBool,87,eval_input,2020-03-12 11:04:51,1 1 3 4 4 4 3 3 44 4,true,,,,,
mmeyerso,SumParityBool,88,eval_input,2020-03-12 11:04:56,1 1 3 4 4 4 3 3 44 4 3,false,,,,,
mmeyerso,SumParityBool,89,eval_input,2020-03-12 11:04:59,1 1 3 4 4 4 3 3 44 4 4,true,,,,,
mmeyerso,SumParityBool,90,eval_input,2020-03-12 11:05:01,1 1 3 4 4 4 3 3 44 4 4 3,false,,,,,
mmeyerso,SumParityBool,91,eval_input,2020-03-12 11:05:04,1 1 3 4 4 4 3 3 44 4 4 3 3,true,,,,,
mmeyerso,SumParityBool,92,eval_input,2020-03-12 11:05:20,1 1 3 4 4 4 3 3 44 4 4 3 3 4 4 4 4,true,,,,,
mmeyerso,SumParityBool,93,eval_input,2020-03-12 11:06:25,2 2 1,true,,,,,
mmeyerso,SumParityBool,94,eval_input,2020-03-12 11:06:28,2 2 1 2,true,,,,,
mmeyerso,SumParityBool,95,eval_input,2020-03-12 11:06:30,2 2 1 1,false,,,,,
mmeyerso,SumParityBool,96,eval_input,2020-03-12 11:06:37,2 1,true,,,,,
mmeyerso,SumParityBool,97,eval_input,2020-03-12 11:06:42,2 2 1 1,false,,,,,
mmeyerso,SumParityBool,98,eval_input,2020-03-12 11:06:46,2 2 2 1 1,false,,,,,
mmeyerso,SumParityBool,99,eval_input,2020-03-12 11:06:52,2 2 2 2 1 1,false,,,,,
mmeyerso,SumParityBool,100,eval_input,2020-03-12 11:07:04,2 2 2 2 1,true,,,,,
mmeyerso,SumParityBool,101,eval_input,2020-03-12 11:07:11,2 2 2 2 1 2 2 2 2,true,,,,,
mmeyerso,SumParityBool,102,eval_input,2020-03-12 11:07:14,2 2 2 2 1 2 2 2 2 1,false,,,,,
mmeyerso,SumParityBool,103,eval_input,2020-03-12 11:07:17,2 2 2 2 1 2 2 2 2 1 1,true,,,,,
mmeyerso,SumParityBool,104,eval_input,2020-03-12 11:07:41,2 2 2 2 1 2 2 2 2 1 1 2 2 2,true,,,,,
mmeyerso,SumParityBool,105,eval_input,2020-03-12 11:07:47,2 2 2 2 1 2 2 2 2 1 1 2 2 2 1,false,,,,,
mmeyerso,SumParityBool,106,eval_input,2020-03-12 11:07:50,2 2 2 2 1 2 2 2 2 1 1 2 2 2 2,true,,,,,
mmeyerso,SumParityBool,107,eval_input,2020-03-12 11:07:52,2 2 2 2 1 2 2 2 2 1 1 2 2 2 2 1,false,,,,,
mmeyerso,SumParityBool,108,eval_input,2020-03-12 11:07:56,2 2 2 2 1 2 2 2 2 1 1 2 2 2 2 1 1,true,,,,,
mmeyerso,SumParityBool,109,eval_input,2020-03-12 11:08:00,2 2 2 2 1 2 2 2 2 1 1 2 2 2 2 1 1 1,false,,,,,
mmeyerso,SumParityBool,110,eval_input,2020-03-12 11:08:56,1,true,,,,,
mmeyerso,SumParityBool,111,eval_input,2020-03-12 11:09:03,1 1,false,,,,,
mmeyerso,SumParityBool,112,eval_input,2020-03-12 11:09:06,1 1 1,true,,,,,
mmeyerso,SumParityBool,113,eval_input,2020-03-12 11:09:11,1 1 2 2 2,false,,,,,
mmeyerso,SumParityBool,114,eval_input,2020-03-12 11:09:14,1 1 2 2,false,,,,,
mmeyerso,SumParityBool,115,eval_input,2020-03-12 11:09:23,1 1 2 2 2 2,false,,,,,
mmeyerso,SumParityBool,116,eval_input,2020-03-12 11:09:29,1 1 2 1 2 2,true,,,,,
mmeyerso,SumParityBool,117,eval_input,2020-03-12 11:09:39,1 1 2 1 2 2 1,false,,,,,
mmeyerso,SumParityBool,118,eval_input,2020-03-12 11:09:41,1 1 2 1 2 2 2,true,,,,,
mmeyerso,SumParityBool,119,eval_input,2020-03-12 11:10:01,1 1 2 1 2 2 2 2,true,,,,,
mmeyerso,SumParityBool,120,quiz_answer,2020-03-12 11:10:39,333,true,0,true,true,,
mmeyerso,SumParityBool,121,quiz_answer,2020-03-12 11:10:48,-8 3,true,1,true,true,,
mmeyerso,SumParityBool,122,quiz_answer,2020-03-12 11:10:56,1 0 1,false,2,false,true,,
mmeyerso,Median,124,eval_input,2020-03-12 11:11:45,1 2 3,2,,,,,
mmeyerso,Median,125,eval_input,2020-03-12 11:11:48,1 3 3,3,,,,,
mmeyerso,Median,126,eval_input,2020-03-12 11:11:50,1 4 3,3,,,,,
mmeyerso,Median,127,eval_input,2020-03-12 11:11:53,1 5 3,3,,,,,
mmeyerso,Median,128,eval_input,2020-03-12 11:11:58,1 6 3,3,,,,,
mmeyerso,Median,129,eval_input,2020-03-12 11:11:59,1 3 3,3,,,,,
mmeyerso,Median,130,eval_input,2020-03-12 11:12:05,1 3 3 2,2.5,,,,,
mmeyerso,Median,131,eval_input,2020-03-12 11:12:43,1 3 3 3,3,,,,,
mmeyerso,Median,132,eval_input,2020-03-12 11:12:57,1 3 3 6,3,,,,,
mmeyerso,Median,133,eval_input,2020-03-12 11:13:11,1 3 3 4,3,,,,,
mmeyerso,Median,134,eval_input,2020-03-12 11:13:13,1 3 3 5,3,,,,,
mmeyerso,Median,135,eval_input,2020-03-12 11:13:15,1 3 3 9,3,,,,,
mmeyerso,Median,136,eval_input,2020-03-12 11:13:17,1 3 3 2,2.5,,,,,
mmeyerso,Median,137,eval_input,2020-03-12 11:13:20,1 3 3 4,3,,,,,
mmeyerso,Median,138,eval_input,2020-03-12 11:13:33,1 1 1,1,,,,,
mmeyerso,Median,139,eval_input,2020-03-12 11:13:35,1 1 2,1,,,,,
mmeyerso,Median,140,eval_input,2020-03-12 11:13:39,1 1 -2,1,,,,,
mmeyerso,Median,141,eval_input,2020-03-12 11:13:42,1 1 -1,1,,,,,
mmeyerso,Median,142,eval_input,2020-03-12 11:13:45,1 -1 1,1,,,,,
mmeyerso,Median,143,eval_input,2020-03-12 11:13:48,-1 1 1,1,,,,,
mmeyerso,Median,144,eval_input,2020-03-12 11:14:00,1 -1 -1,-1,,,,,
mmeyerso,Median,145,eval_input,2020-03-12 11:14:36,1 -1 -2,-1,,,,,
mmeyerso,Median,146,eval_input,2020-03-12 11:14:38,1 -1 -3,-1,,,,,
mmeyerso,Median,147,eval_input,2020-03-12 11:14:40,1 -1 -4,-1,,,,,
mmeyerso,Median,148,eval_input,2020-03-12 11:14:44,1 -2 -1,-1,,,,,
mmeyerso,Median,149,eval_input,2020-03-12 11:14:45,1 -3 -1,-1,,,,,
mmeyerso,Median,150,eval_input,2020-03-12 11:14:47,1 -4 -1,-1,,,,,
mmeyerso,Median,151,eval_input,2020-03-12 11:14:50,1 -5 -1,-1,,,,,
mmeyerso,Median,152,eval_input,2020-03-12 11:14:55,5 -1 -1,-1,,,,,
mmeyerso,Median,153,eval_input,2020-03-12 11:14:57,6 -1 -1,-1,,,,,
mmeyerso,Median,154,eval_input,2020-03-12 11:14:59,67 -1 -1,-1,,,,,
mmeyerso,Median,155,eval_input,2020-03-12 11:15:08,1 -1 -1 1,0,,,,,
mmeyerso,Median,156,eval_input,2020-03-12 11:15:21,1 -1 -1 2,0,,,,,
mmeyerso,Median,157,eval_input,2020-03-12 11:15:43,1 -1 -1 3,0,,,,,
mmeyerso,Median,158,eval_input,2020-03-12 11:15:45,1 -1 -1 5,0,,,,,
mmeyerso,Median,159,eval_input,2020-03-12 11:15:48,1 -1 -2,-1,,,,,
mmeyerso,Median,160,eval_input,2020-03-12 11:15:50,1 -1 -2 4,0,,,,,
mmeyerso,Median,161,eval_input,2020-03-12 11:16:06,1 -1 -2 5,0,,,,,
mmeyerso,Median,162,eval_input,2020-03-12 11:16:07,1 -1 -2 6,0,,,,,
mmeyerso,Median,163,eval_input,2020-03-12 11:16:11,1 -1 -3 4,0,,,,,
mmeyerso,Median,164,eval_input,2020-03-12 11:16:13,1 -1 -4 4,0,,,,,
mmeyerso,Median,165,eval_input,2020-03-12 11:16:15,1 -2 -1 4,0,,,,,
mmeyerso,Median,166,eval_input,2020-03-12 11:16:19,1 -2 11 4,2.5,,,,,
mmeyerso,Median,167,eval_input,2020-03-12 11:16:46,1 -2 11 5,3,,,,,
mmeyerso,Median,168,eval_input,2020-03-12 11:16:59,1 -2 11 6,3.5,,,,,
mmeyerso,Median,169,eval_input,2020-03-12 11:17:02,1 -2 11 7,4,,,,,
mmeyerso,Median,170,eval_input,2020-03-12 11:17:25,1 -2 11 8,4.5,,,,,
mmeyerso,Median,171,eval_input,2020-03-12 11:17:33,1 -2 10 8,4.5,,,,,
mmeyerso,Median,172,eval_input,2020-03-12 11:17:36,1 -2 19 8,4.5,,,,,
mmeyerso,Median,173,eval_input,2020-03-12 11:17:47,1 2 11 8,5,,,,,
mmeyerso,Median,174,eval_input,2020-03-12 11:17:49,1 -2 11 8,4.5,,,,,
mmeyerso,Median,175,eval_input,2020-03-12 11:18:04,-1 -2 11 8,3.5,,,,,
mmeyerso,Median,176,eval_input,2020-03-12 11:18:06,1 -2 11 8,4.5,,,,,
mmeyerso,Median,177,eval_input,2020-03-12 11:18:36,6 -2 11 8,7,,,,,
mmeyerso,Median,178,eval_input,2020-03-12 11:18:39,1 -2 11 8,4.5,,,,,
mmeyerso,Median,179,eval_input,2020-03-12 11:18:45,1 -2 11 9,5,,,,,
mmeyerso,Median,180,eval_input,2020-03-12 11:18:47,1 -2 11 8,4.5,,,,,
mmeyerso,Median,181,eval_input,2020-03-12 11:18:58,-1 -2 11 8,3.5,,,,,
mmeyerso,Median,182,eval_input,2020-03-12 11:19:00,1 -2 11 8,4.5,,,,,
mmeyerso,Median,183,eval_input,2020-03-12 11:19:37,2 -2 11 8,5,,,,,
mmeyerso,Median,184,eval_input,2020-03-12 11:19:39,1 -2 11 8,4.5,,,,,
mmeyerso,Median,185,eval_input,2020-03-12 11:19:42,1 -1 11 8,4.5,,,,,
mmeyerso,Median,186,eval_input,2020-03-12 11:19:44,1 -2 11 8,4.5,,,,,
mmeyerso,Median,187,eval_input,2020-03-12 11:19:46,1 -3 11 8,4.5,,,,,
mmeyerso,Median,188,eval_input,2020-03-12 11:19:48,1 3 11 8,5.5,,,,,
mmeyerso,Median,189,eval_input,2020-03-12 11:19:53,1 4 11 8,6,,,,,
mmeyerso,Median,190,eval_input,2020-03-12 11:19:56,1 -1 11 8,4.5,,,,,
mmeyerso,Median,191,eval_input,2020-03-12 11:20:09,1 -3 11 8,4.5,,,,,
mmeyerso,Median,192,eval_input,2020-03-12 11:20:11,1 3 11 8,5.5,,,,,
mmeyerso,Median,193,eval_input,2020-03-12 11:20:23,1 4 11 8,6,,,,,
mmeyerso,Median,194,eval_input,2020-03-12 11:20:25,1 5 11 8,6.5,,,,,
mmeyerso,Median,195,eval_input,2020-03-12 11:20:35,1 5 12 8,6.5,,,,,
mmeyerso,Median,196,eval_input,2020-03-12 11:20:36,1 5 13 8,6.5,,,,,
mmeyerso,Median,197,eval_input,2020-03-12 11:20:38,1 5 14 8,6.5,,,,,
mmeyerso,Median,198,eval_input,2020-03-12 11:20:40,1 5 -1 8,3,,,,,
mmeyerso,Median,199,eval_input,2020-03-12 11:20:43,1 5 10 8,6.5,,,,,
mmeyerso,Median,200,eval_input,2020-03-12 11:20:45,1 5 1 8,3,,,,,
mmeyerso,Median,201,eval_input,2020-03-12 11:20:48,1 5 1 8,3,,,,,
mmeyerso,Median,202,eval_input,2020-03-12 11:20:50,1 5 6 8,5.5,,,,,
mmeyerso,Median,203,eval_input,2020-03-12 11:20:52,1 5 5 8,5,,,,,
